employee_id,firstname,lastname,age,gender,maritalstatus,department,jobrole,monthlyincome,educationlevel,hiredate,employmentstatus,managerid,businesstravel,overtime,presence_score,total_hours,late_count,overtime_count,eng_survey_id,eng_q_work_life_balance,eng_q_manager_support,eng_q_growth_opportunity,eng_q_recognition,eng_year,eng_month,perf_review_date,perf_review_cycle,perf_overall_rating,perf_goals_score,perf_manager_score,perf_potential_rating,perf_bonus_percentage,perf_promotion_recommendation,perf_year,perf_quarter
199,Emp199,LN199,52,Male,Divorced,Operations,Logistics Coordinator,6771,Master's,2018-10-17,Terminated,93.0,Non-Travel,No,0.0,2115.84,21.0,125.0,10633.5,4.0,2.75,3.0,2.5,2022.5,9.5,2023-06-15,Mid-Year,4.0,2.72,2.54,Low,10.0,No,2023.0,2.0
200,Emp200,LN200,27,Nonbinary,Married,Operations,Operations Analyst,10217,Associate's,2012-12-11,Terminated,22.0,Travel_Frequently,Yes,0.0,2062.56,34.0,116.0,10637.0,4.333333333333333,2.3333333333333335,2.6666666666666665,1.6666666666666667,2021.3333333333333,5.666666666666667,2023-06-15,Mid-Year,2.0,2.39,1.74,Medium,3.0,Yes,2023.0,2.0
201,Emp201,LN201,23,Nonbinary,Single,Sales,Sales Executive,6515,PhD,2009-03-16,Terminated,63.0,Travel_Frequently,Yes,0.0,2114.98,28.0,124.0,10639.0,4.0,3.0,2.0,5.0,2021.0,12.0,2023-06-15,Mid-Year,3.0,2.42,3.45,High,6.0,No,2023.0,2.0
202,Emp202,LN202,25,Female,Married,Marketing,SEO Specialist,16555,Bachelor's,2013-06-29,Leave of Absence,22.0,Non-Travel,Yes,0.0,2093.85,35.0,109.0,10640.0,3.0,4.0,2.0,2.0,2022.0,12.0,2023-06-15,Mid-Year,3.0,2.82,2.18,Medium,6.0,Yes,2023.0,2.0
203,Emp203,LN203,27,Female,Single,It,Network Engineer,14724,Master's,2021-04-19,Leave of Absence,97.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,10642.0,4.333333333333333,2.3333333333333335,3.6666666666666665,2.3333333333333335,2021.3333333333333,6.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
204,Emp204,LN204,35,Male,Divorced,Marketing,SEO Specialist,12775,Associate's,2016-02-13,Leave of Absence,129.0,Travel_Rarely,Yes,0.0,2128.53,28.0,121.0,10644.5,1.5,3.0,2.0,2.0,2021.5,6.5,2023-06-15,Mid-Year,2.0,1.57,2.63,Medium,3.0,No,2023.0,2.0
205,Emp205,LN205,22,Male,Single,Human Resources,HR Manager,16207,Associate's,2007-10-26,Leave of Absence,128.0,Travel_Frequently,No,0.0,2104.69,28.0,104.0,10646.0,5.0,5.0,5.0,2.0,2022.0,6.0,2023-06-15,Mid-Year,3.0,2.59,3.49,Medium,6.0,No,2023.0,2.0
206,Emp206,LN206,56,Male,Divorced,Human Resources,HR Specialist,12728,PhD,2008-11-29,Terminated,124.0,Non-Travel,Yes,0.0,2065.74,18.0,117.0,10648.5,2.5,3.5,3.0,2.75,2022.25,4.5,2023-06-15,Mid-Year,3.0,2.09,2.71,Medium,6.0,No,2023.0,2.0
207,Emp207,LN207,34,Female,Single,Sales,Account Manager,8582,Bachelor's,2018-11-20,Active,79.0,Travel_Frequently,No,0.0,2102.07,23.0,121.0,10653.0,3.6,3.4,3.0,2.8,2022.4,7.4,2023-06-15,Mid-Year,3.0,2.42,3.36,Medium,6.0,No,2023.0,2.0
208,Emp208,LN208,29,Nonbinary,Single,Sales,Account Manager,7569,Bachelor's,2022-10-21,Terminated,75.0,Travel_Rarely,Yes,0.0,2130.36,24.0,119.0,10657.0,3.0,2.0,2.6666666666666665,2.3333333333333335,2022.0,5.0,2023-06-15,Mid-Year,3.0,1.53,2.94,High,6.0,Yes,2023.0,2.0
209,Emp209,LN209,29,Nonbinary,Divorced,It,Network Engineer,7292,Bachelor's,2011-11-14,Leave of Absence,86.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,10660.5,3.5,2.75,3.0,3.0,2021.5,7.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
210,Emp210,LN210,25,Nonbinary,Married,It,Network Engineer,17377,Associate's,2008-05-12,Terminated,117.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,10663.5,3.0,3.5,2.5,3.0,2022.5,4.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
211,Emp211,LN211,30,Nonbinary,Single,Finance,Financial Analyst,10194,Associate's,2007-08-12,Leave of Absence,40.0,Travel_Frequently,No,0.0,2134.65,34.0,132.0,10665.5,2.0,3.0,3.0,3.0,2022.0,2.0,2023-06-15,Mid-Year,3.0,2.38,1.78,Medium,6.0,No,2023.0,2.0
212,Emp212,LN212,45,Male,Single,Marketing,Marketing Analyst,3105,Bachelor's,2015-01-05,Terminated,37.0,Travel_Rarely,No,0.0,0.0,0.0,0.0,10669.0,3.8,2.8,3.6,4.4,2021.0,3.4,,,0.0,0.0,0.0,,0.0,,0.0,0.0
213,Emp213,LN213,31,Nonbinary,Single,Operations,Logistics Coordinator,14130,Master's,2016-07-17,Terminated,97.0,Travel_Frequently,No,0.0,0.0,0.0,0.0,10672.5,3.0,3.0,4.0,2.5,2021.5,9.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
214,Emp214,LN214,29,Nonbinary,Single,Human Resources,HR Manager,14687,Bachelor's,2012-04-25,Terminated,72.0,Travel_Rarely,Yes,0.0,2090.83,18.0,123.0,10676.0,4.2,2.0,3.8,3.0,2022.0,6.2,2023-06-15,Mid-Year,4.0,3.01,3.73,Low,10.0,No,2023.0,2.0
215,Emp215,LN215,58,Nonbinary,Divorced,Sales,Sales Executive,19415,Bachelor's,2009-12-30,Leave of Absence,23.0,Non-Travel,No,0.0,2128.41,35.0,135.0,10679.5,2.0,3.0,3.0,4.0,2021.5,6.0,2023-06-15,Mid-Year,1.0,1.0,1.61,Low,0.0,Yes,2023.0,2.0
216,Emp216,LN216,56,Male,Married,R&D,Lab Technician,4019,Master's,2006-05-23,Leave of Absence,42.0,Travel_Rarely,Yes,0.0,2150.62,24.0,119.0,10682.5,4.0,2.75,2.5,1.75,2021.75,5.5,2023-06-15,Mid-Year,3.0,2.2,2.09,High,6.0,No,2023.0,2.0
217,Emp217,LN217,32,Female,Divorced,Finance,Financial Analyst,10389,PhD,2011-03-22,Terminated,88.0,Travel_Frequently,No,0.0,2111.57,27.0,126.0,10685.0,5.0,3.0,4.0,2.0,2021.0,2.0,2023-06-15,Mid-Year,3.0,1.69,3.77,High,6.0,No,2023.0,2.0
218,Emp218,LN218,23,Female,Married,Sales,Account Manager,18619,High School,2009-11-15,Active,57.0,Travel_Rarely,No,0.0,2099.97,24.0,127.0,10686.0,5.0,1.0,3.0,2.0,2022.0,3.0,2023-06-15,Mid-Year,3.0,2.48,2.04,High,6.0,Yes,2023.0,2.0
219,Emp219,LN219,21,Male,Single,Sales,Sales Representative,17944,Master's,2005-03-06,Leave of Absence,134.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,10687.5,1.5,2.5,2.5,2.5,2022.0,8.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
220,Emp220,LN220,57,Nonbinary,Divorced,Sales,Sales Representative,5124,Master's,2006-11-07,Leave of Absence,120.0,Travel_Frequently,No,0.0,0.0,0.0,0.0,10690.0,4.666666666666667,4.333333333333333,3.0,2.6666666666666665,2021.6666666666667,4.333333333333333,,,0.0,0.0,0.0,,0.0,,0.0,0.0
221,Emp221,LN221,53,Male,Married,Sales,Sales Representative,3993,Associate's,2007-03-19,Active,43.0,Travel_Frequently,No,0.0,2125.18,33.0,120.0,10693.5,2.75,3.25,3.5,3.5,2022.25,4.75,2023-06-15,Mid-Year,3.0,2.61,2.14,Medium,6.0,No,2023.0,2.0
222,Emp222,LN222,44,Nonbinary,Single,R&D,Principal Researcher,4579,PhD,2017-07-06,Leave of Absence,99.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,10697.5,2.75,3.25,2.25,2.25,2021.75,4.75,,,0.0,0.0,0.0,,0.0,,0.0,0.0
223,Emp223,LN223,27,Nonbinary,Single,Operations,Logistics Coordinator,8130,Master's,2011-07-02,Leave of Absence,58.0,Non-Travel,Yes,0.0,2119.3,22.0,116.0,10700.5,3.0,3.0,3.5,1.5,2021.0,5.0,2023-06-15,Mid-Year,5.0,4.62,3.98,Medium,15.0,No,2023.0,2.0
224,Emp224,LN224,40,Female,Single,Customer Success,Support Associate,9470,PhD,2009-03-17,Terminated,72.0,Travel_Frequently,Yes,0.0,2155.11,21.0,126.0,10703.0,3.6666666666666665,1.6666666666666667,2.3333333333333335,3.6666666666666665,2021.6666666666667,5.666666666666667,2023-06-15,Mid-Year,3.0,1.77,2.16,High,6.0,No,2023.0,2.0
225,Emp225,LN225,22,Male,Married,Marketing,SEO Specialist,5436,Bachelor's,2017-04-22,Leave of Absence,27.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,10705.5,3.5,4.0,4.0,3.5,2023.0,3.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
226,Emp226,LN226,38,Nonbinary,Married,Operations,Logistics Coordinator,14876,Bachelor's,2016-03-06,Leave of Absence,47.0,Travel_Frequently,No,0.0,2107.17,18.0,125.0,10707.5,3.5,2.5,2.5,2.0,2022.5,7.5,2023-06-15,Mid-Year,3.0,2.75,2.92,High,6.0,No,2023.0,2.0
227,Emp227,LN227,31,Male,Divorced,Human Resources,HR Manager,9471,PhD,2019-12-08,Leave of Absence,106.0,Non-Travel,No,0.0,2088.71,23.0,122.0,10709.0,5.0,3.0,3.0,4.0,2022.0,1.0,2023-06-15,Mid-Year,3.0,2.83,3.62,Medium,6.0,No,2023.0,2.0
228,Emp228,LN228,59,Nonbinary,Married,Operations,Operations Analyst,8618,High School,2020-08-16,Leave of Absence,100.0,Travel_Frequently,Yes,0.0,2135.21,22.0,128.0,10711.0,3.6666666666666665,2.6666666666666665,3.3333333333333335,2.0,2022.0,5.0,2023-06-15,Mid-Year,3.0,2.62,2.25,Medium,6.0,No,2023.0,2.0
229,Emp229,LN229,44,Male,Single,Finance,Financial Analyst,19599,PhD,2019-07-22,Leave of Absence,51.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,10713.0,4.0,4.0,1.0,4.0,2023.0,2.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
230,Emp230,LN230,41,Nonbinary,Married,Finance,Finance Manager,14997,Bachelor's,2011-05-15,Terminated,109.0,Travel_Frequently,Yes,0.0,2100.55,13.0,122.0,10714.0,2.0,2.0,1.0,3.0,2021.0,9.0,2023-06-15,Mid-Year,3.0,2.3,2.02,High,6.0,No,2023.0,2.0
231,Emp231,LN231,36,Female,Married,Operations,Operations Analyst,13892,Bachelor's,2010-05-02,Terminated,24.0,Travel_Frequently,Yes,0.0,2115.37,34.0,125.0,10715.0,3.0,4.0,5.0,3.0,2023.0,4.0,2023-06-15,Mid-Year,3.0,2.09,2.15,Medium,6.0,No,2023.0,2.0
232,Emp232,LN232,42,Nonbinary,Married,Marketing,Brand Manager,9458,Master's,2016-08-01,Active,21.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,10716.5,3.0,2.5,4.5,4.0,2022.0,3.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
233,Emp233,LN233,23,Female,Divorced,Finance,Finance Manager,18983,Associate's,2019-10-12,Terminated,66.0,Travel_Rarely,Yes,0.0,2153.83,29.0,121.0,10718.5,2.5,1.0,3.0,2.5,2021.0,7.0,2023-06-15,Mid-Year,3.0,2.11,2.82,Low,6.0,No,2023.0,2.0
234,Emp234,LN234,26,Nonbinary,Divorced,R&D,Principal Researcher,10242,Associate's,2022-02-04,Leave of Absence,4.0,Travel_Frequently,Yes,0.0,0.0,0.0,0.0,10720.0,5.0,2.0,1.0,2.0,2023.0,2.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
235,Emp235,LN235,24,Nonbinary,Married,Sales,Sales Executive,19186,High School,2014-09-23,Leave of Absence,114.0,Travel_Rarely,No,0.0,2132.47,31.0,119.0,10721.5,3.5,2.5,2.5,3.5,2021.0,7.5,2023-06-15,Mid-Year,3.0,1.78,2.84,Low,6.0,No,2023.0,2.0
236,Emp236,LN236,23,Nonbinary,Divorced,It,Network Engineer,19932,Associate's,2020-11-01,Terminated,123.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,10723.0,1.0,3.0,3.0,1.0,2022.0,12.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
237,Emp237,LN237,31,Male,Married,Customer Success,Customer Success Manager,7362,Associate's,2010-04-23,Terminated,45.0,Non-Travel,No,0.0,0.0,0.0,0.0,10724.5,1.0,2.0,2.0,3.5,2022.5,8.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
238,Emp238,LN238,30,Female,Single,R&D,Principal Researcher,18834,PhD,2015-03-27,Leave of Absence,98.0,Non-Travel,No,0.0,2089.94,20.0,109.0,10727.5,3.0,4.0,3.25,3.75,2021.75,9.0,2023-06-15,Mid-Year,5.0,4.51,4.86,Low,15.0,Yes,2023.0,2.0
239,Emp239,LN239,24,Female,Divorced,Marketing,Marketing Analyst,4671,High School,2021-02-24,Active,15.0,Travel_Rarely,No,0.0,2124.86,21.0,125.0,10731.0,3.0,4.333333333333333,4.0,3.3333333333333335,2022.0,4.333333333333333,2023-06-15,Mid-Year,1.0,1.0,1.0,High,0.0,No,2023.0,2.0
240,Emp240,LN240,22,Female,Divorced,Finance,Accountant,8071,PhD,2013-10-07,Terminated,137.0,Travel_Frequently,No,0.0,2117.36,20.0,128.0,10733.0,2.0,1.0,3.0,5.0,2022.0,7.0,2023-06-15,Mid-Year,3.0,2.72,2.53,High,6.0,No,2023.0,2.0
241,Emp241,LN241,49,Female,Divorced,It,Systems Admin,10238,High School,2016-08-22,Active,137.0,Travel_Frequently,Yes,0.0,2127.12,19.0,133.0,10735.5,2.75,3.5,2.25,4.25,2022.5,7.5,2023-06-15,Mid-Year,3.0,3.15,2.3,High,6.0,No,2023.0,2.0
242,Emp242,LN242,25,Male,Married,Sales,Account Manager,8423,Associate's,2006-05-30,Active,133.0,Non-Travel,Yes,0.0,2150.01,26.0,120.0,10739.5,2.5,3.25,2.75,3.5,2022.75,8.5,2023-06-15,Mid-Year,3.0,2.51,2.45,Medium,6.0,Yes,2023.0,2.0
243,Emp243,LN243,48,Nonbinary,Divorced,Human Resources,HR Specialist,3590,PhD,2005-06-09,Terminated,46.0,Non-Travel,No,0.0,2104.63,20.0,128.0,10744.0,2.4,2.6,2.0,3.4,2021.8,6.0,2023-06-15,Mid-Year,2.0,1.13,1.68,High,3.0,No,2023.0,2.0
244,Emp244,LN244,31,Nonbinary,Married,Sales,Sales Representative,19176,Associate's,2020-10-25,Terminated,54.0,Travel_Rarely,No,0.0,2075.07,33.0,116.0,10748.0,4.333333333333333,3.6666666666666665,4.0,2.6666666666666665,2022.6666666666667,5.666666666666667,2023-06-15,Mid-Year,1.0,1.38,1.33,Low,0.0,No,2023.0,2.0
245,Emp245,LN245,26,Male,Divorced,Sales,Sales Executive,14162,High School,2019-06-20,Leave of Absence,104.0,Travel_Frequently,Yes,0.0,2109.07,28.0,139.0,10750.5,3.5,4.5,3.5,3.5,2022.5,4.5,2023-06-15,Mid-Year,3.0,2.82,2.83,Low,6.0,No,2023.0,2.0
246,Emp246,LN246,28,Female,Single,Finance,Finance Manager,14736,Associate's,2017-06-25,Terminated,147.0,Travel_Rarely,No,0.0,2122.43,29.0,125.0,10752.5,2.5,3.5,3.5,2.5,2022.5,4.5,2023-06-15,Mid-Year,4.0,3.12,4.36,Medium,10.0,No,2023.0,2.0
247,Emp247,LN247,60,Male,Divorced,Human Resources,HR Manager,9589,High School,2011-07-12,Active,38.0,Travel_Rarely,No,0.0,2106.52,23.0,115.0,10756.0,3.6,2.8,3.0,3.4,2022.0,6.4,2023-06-15,Mid-Year,3.0,2.84,3.23,Medium,6.0,No,2023.0,2.0
248,Emp248,LN248,47,Female,Divorced,R&D,Lab Technician,11996,Bachelor's,2021-08-03,Terminated,102.0,Travel_Frequently,No,0.0,2107.97,21.0,116.0,10761.0,3.4,3.2,3.2,3.0,2022.6,7.4,2023-06-15,Mid-Year,5.0,3.74,4.5,Medium,15.0,No,2023.0,2.0
249,Emp249,LN249,57,Nonbinary,Single,Sales,Sales Representative,8732,Bachelor's,2022-05-10,Active,75.0,Non-Travel,No,0.0,2098.98,23.0,114.0,10765.0,3.3333333333333335,4.333333333333333,4.0,2.3333333333333335,2022.6666666666667,8.666666666666666,2023-06-15,Mid-Year,4.0,3.23,3.42,Low,10.0,No,2023.0,2.0
250,Emp250,LN250,20,Male,Married,It,Network Engineer,12269,High School,2017-10-13,Leave of Absence,33.0,Non-Travel,No,0.0,2139.06,28.0,124.0,10768.0,2.3333333333333335,2.6666666666666665,3.0,4.0,2022.6666666666667,7.666666666666667,2023-06-15,Mid-Year,5.0,3.66,4.32,Medium,15.0,No,2023.0,2.0
251,Emp251,LN251,54,Male,Divorced,Engineering,DevOps Engineer,7329,PhD,2017-08-30,Active,124.0,Travel_Frequently,No,0.0,0.0,0.0,0.0,10771.5,3.25,2.5,2.5,3.0,2023.0,5.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
252,Emp252,LN252,41,Female,Divorced,Customer Success,Support Associate,7351,High School,2008-07-09,Leave of Absence,147.0,Travel_Frequently,Yes,0.0,2076.0,25.0,103.0,10775.0,3.0,3.0,3.6666666666666665,3.6666666666666665,2022.6666666666667,3.6666666666666665,2023-06-15,Mid-Year,2.0,1.99,1.82,Medium,3.0,Yes,2023.0,2.0
253,Emp253,LN253,53,Female,Single,Human Resources,Recruiter,14432,Bachelor's,2020-04-25,Active,32.0,Travel_Rarely,Yes,0.0,2162.78,26.0,127.0,10777.0,4.0,5.0,2.0,3.0,2023.0,7.0,2023-06-15,Mid-Year,3.0,3.04,3.68,Medium,6.0,No,2023.0,2.0
254,Emp254,LN254,48,Female,Divorced,R&D,Principal Researcher,11584,High School,2019-10-17,Leave of Absence,2.0,Travel_Frequently,Yes,0.0,2104.4,21.0,106.0,10779.0,2.6666666666666665,3.0,3.0,5.0,2021.6666666666667,7.666666666666667,2023-06-15,Mid-Year,3.0,2.51,3.38,Low,6.0,No,2023.0,2.0
255,Emp255,LN255,25,Male,Divorced,Sales,Sales Executive,4017,PhD,2017-09-17,Terminated,144.0,Travel_Frequently,Yes,0.0,0.0,0.0,0.0,10781.5,3.0,3.0,1.5,3.0,2022.0,5.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
256,Emp256,LN256,26,Nonbinary,Single,Human Resources,HR Specialist,3298,Bachelor's,2009-05-08,Terminated,138.0,Travel_Frequently,Yes,0.0,2127.71,21.0,115.0,10785.0,3.6,2.4,4.0,4.4,2022.0,8.6,2023-06-15,Mid-Year,5.0,3.95,4.79,Medium,15.0,No,2023.0,2.0
257,Emp257,LN257,46,Nonbinary,Single,Sales,Account Manager,10533,Master's,2017-01-25,Leave of Absence,6.0,Travel_Rarely,Yes,0.0,0.0,0.0,0.0,10788.5,4.0,3.5,3.0,3.5,2022.0,9.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
258,Emp258,LN258,26,Nonbinary,Single,Sales,Sales Executive,14250,High School,2012-12-23,Active,134.0,Travel_Frequently,No,0.0,2172.44,31.0,131.0,10790.0,4.0,3.0,5.0,3.0,2021.0,4.0,2023-06-15,Mid-Year,2.0,1.36,1.0,Low,3.0,No,2023.0,2.0
259,Emp259,LN259,50,Nonbinary,Married,R&D,Research Scientist,15020,Associate's,2016-11-15,Leave of Absence,89.0,Travel_Frequently,No,0.0,2140.77,25.0,133.0,10792.5,2.5,4.0,3.25,3.0,2021.0,9.25,2023-06-15,Mid-Year,3.0,2.1,2.12,Medium,6.0,No,2023.0,2.0
260,Emp260,LN260,60,Female,Single,Human Resources,HR Specialist,18622,Bachelor's,2013-03-12,Terminated,130.0,Non-Travel,Yes,0.0,2130.34,25.0,133.0,10796.0,3.0,2.6666666666666665,2.6666666666666665,2.0,2021.3333333333333,6.333333333333333,2023-06-15,Mid-Year,3.0,2.23,2.71,High,6.0,No,2023.0,2.0
261,Emp261,LN261,41,Female,Single,It,IT Support,10595,PhD,2014-12-31,Active,112.0,Non-Travel,Yes,0.0,2127.95,31.0,121.0,10799.5,2.0,3.25,2.75,4.0,2022.25,5.75,2023-06-15,Mid-Year,4.0,2.57,3.25,Medium,10.0,No,2023.0,2.0
262,Emp262,LN262,46,Female,Single,Operations,Logistics Coordinator,3970,Master's,2008-07-04,Active,28.0,Non-Travel,No,0.0,2075.74,30.0,115.0,10803.5,1.75,2.25,3.75,3.75,2021.5,9.5,2023-06-15,Mid-Year,3.0,2.67,3.51,Low,6.0,No,2023.0,2.0
263,Emp263,LN263,52,Female,Married,Finance,Financial Analyst,3666,PhD,2014-05-16,Active,139.0,Travel_Frequently,No,0.0,0.0,0.0,0.0,10806.5,2.5,2.5,4.5,4.0,2022.5,6.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
264,Emp264,LN264,20,Nonbinary,Married,R&D,Principal Researcher,12238,Bachelor's,2017-06-15,Active,110.0,Travel_Frequently,Yes,0.0,2143.08,31.0,137.0,10809.0,4.0,4.0,4.0,2.0,2021.6666666666667,8.666666666666666,2023-06-15,Mid-Year,3.0,2.31,1.72,High,6.0,No,2023.0,2.0
265,Emp265,LN265,54,Female,Married,Sales,Sales Executive,12413,Master's,2007-06-21,Active,145.0,Non-Travel,No,0.0,0.0,0.0,0.0,10813.5,3.6666666666666665,2.6666666666666665,2.3333333333333335,3.3333333333333335,2022.3333333333333,7.833333333333333,,,0.0,0.0,0.0,,0.0,,0.0,0.0
266,Emp266,LN266,45,Male,Married,Marketing,Marketing Analyst,7374,Master's,2006-12-02,Leave of Absence,90.0,Travel_Rarely,No,0.0,0.0,0.0,0.0,10817.5,3.5,3.5,3.5,4.5,2021.5,4.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
267,Emp267,LN267,45,Nonbinary,Married,Operations,Operations Analyst,19333,High School,2017-07-02,Terminated,116.0,Non-Travel,Yes,0.0,2087.8,28.0,109.0,10821.5,2.5,2.8333333333333335,2.8333333333333335,2.8333333333333335,2022.0,7.166666666666667,2023-06-15,Mid-Year,5.0,3.43,4.75,Low,15.0,No,2023.0,2.0
268,Emp268,LN268,33,Female,Divorced,Finance,Finance Manager,11000,Bachelor's,2019-03-11,Active,84.0,Travel_Rarely,No,0.0,0.0,0.0,0.0,10825.0,2.0,3.0,3.0,4.0,2022.0,4.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
269,Emp269,LN269,39,Nonbinary,Single,Finance,Financial Analyst,13398,Bachelor's,2017-12-01,Active,66.0,Non-Travel,Yes,0.0,2149.36,33.0,118.0,10827.5,3.0,2.75,1.75,4.0,2022.75,4.75,2023-06-15,Mid-Year,3.0,2.93,2.48,Medium,6.0,No,2023.0,2.0
270,Emp270,LN270,23,Female,Single,Marketing,SEO Specialist,13578,PhD,2009-09-13,Active,10.0,Travel_Frequently,No,0.0,2125.16,31.0,121.0,10832.5,2.1666666666666665,3.3333333333333335,2.6666666666666665,2.3333333333333335,2022.0,6.833333333333333,2023-06-15,Mid-Year,3.0,2.63,2.79,Medium,6.0,No,2023.0,2.0
271,Emp271,LN271,38,Nonbinary,Single,Sales,Sales Executive,6603,PhD,2022-04-21,Leave of Absence,26.0,Travel_Frequently,No,0.0,2101.59,19.0,113.0,10836.0,4.0,5.0,1.0,1.0,2023.0,10.0,2023-06-15,Mid-Year,3.0,2.15,2.91,High,6.0,No,2023.0,2.0
272,Emp272,LN272,57,Male,Single,Operations,Operations Analyst,15067,Bachelor's,2018-12-01,Active,131.0,Non-Travel,Yes,0.0,0.0,0.0,0.0,10838.5,3.5,3.75,2.5,3.0,2022.25,9.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
273,Emp273,LN273,28,Female,Single,Customer Success,Support Associate,19002,Bachelor's,2012-12-11,Leave of Absence,144.0,Travel_Frequently,No,0.0,2126.38,27.0,124.0,10841.0,2.0,4.0,2.0,4.0,2022.0,4.0,2023-06-15,Mid-Year,3.0,2.82,2.27,Medium,6.0,No,2023.0,2.0
274,Emp274,LN274,44,Nonbinary,Divorced,Marketing,Brand Manager,9074,Master's,2016-01-01,Leave of Absence,116.0,Travel_Frequently,No,0.0,2144.12,28.0,128.0,10842.0,3.0,2.0,1.0,1.0,2021.0,4.0,2023-06-15,Mid-Year,3.0,2.68,2.25,High,6.0,No,2023.0,2.0
275,Emp275,LN275,39,Male,Divorced,Marketing,SEO Specialist,19448,High School,2013-12-16,Terminated,65.0,Non-Travel,No,0.0,2114.29,33.0,115.0,10844.0,3.6666666666666665,2.6666666666666665,3.6666666666666665,2.0,2022.6666666666667,6.333333333333333,2023-06-15,Mid-Year,1.0,1.0,1.0,Medium,0.0,No,2023.0,2.0
276,Emp276,LN276,32,Nonbinary,Married,Human Resources,HR Specialist,16677,Bachelor's,2018-10-11,Active,147.0,Travel_Frequently,No,0.0,0.0,0.0,0.0,10849.5,2.75,3.375,1.875,3.0,2022.375,6.375,,,0.0,0.0,0.0,,0.0,,0.0,0.0
277,Emp277,LN277,42,Female,Single,Marketing,Brand Manager,14648,Associate's,2016-03-31,Terminated,120.0,Non-Travel,Yes,0.0,2109.01,25.0,121.0,10854.0,1.0,3.0,3.0,5.0,2022.0,4.0,2023-06-15,Mid-Year,3.0,2.86,3.32,High,6.0,No,2023.0,2.0
278,Emp278,LN278,46,Female,Divorced,Operations,Operations Analyst,6262,Master's,2005-03-20,Leave of Absence,113.0,Travel_Frequently,Yes,0.0,0.0,0.0,0.0,10857.5,3.6666666666666665,3.3333333333333335,2.1666666666666665,3.3333333333333335,2022.6666666666667,7.333333333333333,,,0.0,0.0,0.0,,0.0,,0.0,0.0
279,Emp279,LN279,38,Nonbinary,Married,Operations,Logistics Coordinator,9934,High School,2005-11-22,Active,112.0,Travel_Frequently,Yes,0.0,0.0,0.0,0.0,10862.5,2.25,2.5,2.75,2.25,2022.25,5.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
280,Emp280,LN280,29,Nonbinary,Single,Finance,Accountant,5502,Bachelor's,2005-08-31,Terminated,6.0,Non-Travel,No,0.0,0.0,0.0,0.0,10865.5,4.0,4.0,3.5,4.5,2021.5,5.5,,,0.0,0.0,0.0,,0.0,,0.0,0.0
281,Emp281,LN281,24,Male,Single,Sales,Account Manager,7377,High School,2010-12-06,Active,101.0,Non-Travel,No,0.0,2083.0099999999998,20.0,120.0,10869.5,3.0,2.3333333333333335,3.3333333333333335,3.0,2022.3333333333333,7.0,2023-06-15,Mid-Year,3.0,2.28,2.52,High,6.0,No,2023.0,2.0
282,Emp282,LN282,35,Nonbinary,Married,Marketing,SEO Specialist,11248,Master's,2006-09-19,Active,44.0,Travel_Frequently,No,0.0,2107.72,24.0,129.0,10873.0,3.0,4.0,4.0,3.0,2021.0,11.0,2023-06-15,Mid-Year,4.0,3.12,3.21,High,10.0,No,2023.0,2.0
283,Emp283,LN283,58,Female,Married,Customer Success,Customer Success Manager,13455,High School,2021-03-07,Terminated,136.0,Non-Travel,No,0.0,2120.52,30.0,117.0,10874.0,3.0,2.0,3.0,4.0,2021.0,9.0,2023-06-15,Mid-Year,3.0,2.84,2.29,Low,6.0,No,2023.0,2.0
284,Emp284,LN284,45,Female,Single,It,Network Engineer,4989,Master's,2020-05-10,Terminated,34.0,Travel_Frequently,Yes,0.0,2105.96,21.0,116.0,10876.5,2.25,3.0,3.25,3.0,2021.25,4.75,2023-06-15,Mid-Year,3.0,2.5,3.13,Medium,6.0,No,2023.0,2.0
